Wall time,Step,Value
1709673218.98084,0,1.4981954097747803
1709673257.872822,1,1.4494192600250244
1709673296.610468,2,1.38748300075531
1709673335.433566,3,1.2303457260131836
1709673373.949503,4,1.1956501007080078
1709673412.677633,5,1.1896450519561768
1709673451.791843,6,1.1347743272781372
1709673490.605263,7,1.180696725845337
1709673529.510066,8,1.1652408838272095
1709673568.285412,9,1.1129075288772583
1709673607.413935,10,1.0570600032806396
1709673646.328253,11,0.9410896301269531
1709673685.178465,12,1.0992763042449951
1709673724.037202,13,1.1033103466033936
1709673762.762484,14,0.958427369594574
1709673801.583552,15,1.0404269695281982
1709673840.367158,16,0.9549999833106995
1709673879.531479,17,0.855153501033783
1709673918.161871,18,0.8821786046028137
1709673956.944627,19,0.86253821849823
1709673995.492484,20,0.8897014856338501
1709674034.086698,21,0.8982352614402771
1709674072.970788,22,0.8872119188308716
1709674111.884959,23,0.8972292542457581
1709674150.591561,24,0.8913267850875854
1709674189.16138,25,0.7958084940910339
1709674228.312783,26,0.8147021532058716
1709674266.972496,27,0.7116376161575317
1709674305.486867,28,0.8280872106552124
1709674344.38049,29,0.8662750720977783
1709674382.98785,30,0.7901690006256104
1709674421.558942,31,0.7608633041381836
1709674460.493892,32,0.8733742237091064
1709674499.217189,33,0.6978654861450195
1709674538.016852,34,0.6932453513145447
1709674577.200635,35,0.620721697807312
1709674615.783066,36,0.5629181861877441
1709674655.602847,37,0.6126584410667419
1709674694.333491,38,0.6808044910430908
1709674732.909667,39,0.7078444361686707
1709674771.515433,40,0.6649446487426758
1709674810.229649,41,0.6517097353935242
1709674848.910893,42,0.6233974099159241
1709674887.568879,43,0.6649339199066162
1709674926.118966,44,0.6682738661766052
1709674964.999977,45,0.6797190308570862
1709675003.494791,46,0.6729728579521179
1709675042.563346,47,0.5412002205848694
1709675081.475367,48,0.6835140585899353
1709675120.383072,49,0.6714708805084229
1709675159.249528,50,0.5983659029006958
1709675197.749697,51,0.6710503101348877
1709675236.237116,52,0.6927577257156372
1709675275.033432,53,0.5883236527442932
1709675313.883924,54,0.4572925567626953
1709675352.632198,55,0.5237013101577759
1709675393.69614,56,0.5039591789245605
1709675434.643469,57,0.6871192455291748
1709675475.848358,58,0.49525657296180725
1709675517.069746,59,0.5056405067443848
1709675557.987768,60,0.4413034915924072
1709675599.190271,61,0.5411635637283325
1709675640.171538,62,0.5174887180328369
1709675680.984178,63,0.46623069047927856
1709675721.875999,64,0.39054638147354126
1709675762.919649,65,0.28983405232429504
1709675803.843205,66,0.3388976454734802
1709675845.003479,67,0.5764166712760925
1709675886.039222,68,0.5097811818122864
1709675927.365689,69,0.45199087262153625
1709675968.214175,70,0.3211676776409149
1709676009.268332,71,0.4465794861316681
1709676050.583767,72,0.3977561891078949
1709676091.722746,73,0.35460764169692993
1709676132.846326,74,0.362743079662323
1709676174.099931,75,0.43480515480041504
1709676215.209367,76,0.45336076617240906
1709676256.38213,77,0.4706079959869385
1709676297.380072,78,0.3122223913669586
1709676338.483477,79,0.39834561944007874
1709676379.57493,80,0.44029873609542847
1709676420.743716,81,0.40261930227279663
1709676461.508298,82,0.35554906725883484
1709676502.408266,83,0.3664855659008026
1709676543.468488,84,0.3596721589565277
1709676584.561352,85,0.28909730911254883
1709676625.603545,86,0.35893550515174866
1709676666.691237,87,0.3591201603412628
1709676707.939017,88,0.4114362299442291
1709676748.997505,89,0.37011584639549255
1709676788.437509,90,0.3465859293937683
1709676827.641433,91,0.32498639822006226
1709676866.499702,92,0.34808871150016785
1709676905.41083,93,0.24746137857437134
1709676944.241342,94,0.4324895739555359
1709676982.798807,95,0.21362406015396118
1709677021.618756,96,0.22336506843566895
1709677060.188,97,0.3579803705215454
1709677099.076096,98,0.24112820625305176
1709677137.882379,99,0.31185969710350037
